"response__warnings__warning","response__warnings__description","response__total","response__dateFormat","response__frequency","response__data__period","response__data__subba","response__data__subba-name","response__data__parent","response__data__parent-name","response__data__value","response__data__value-units","response__description","request__command","request__params__frequency","request__params__data__-","request__params__sort__column","request__params__sort__direction","request__params__offset","request__params__length","request__params__api_key","apiVersion"
"","","","","","2023-07-24T01","OPPD","Omaha Public Power District","SWPP","Southwest Power Pool","2222","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","EDE","Empire District Electric Company","SWPP","Southwest Power Pool","918","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","KCPL","Kansas City Power & Light","SWPP","Southwest Power Pool","2927","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","PNM","PNM System Firm Load","PNM","Public Service Company of New Mexico","1909","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","ZONF","Capital","NYIS","New York Independent System Operator","1719","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","8910","Zones 8, 9, and 10","MISO","Midcontinent Independent System Operator, Inc.","26700","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","Frep","Freeport","PNM","Public Service Company of New Mexico","34","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","WAUE","Western Area Power Upper Great Plains East","SWPP","Southwest Power Pool","4220","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","27","Zones 2 and 7","MISO","Midcontinent Independent System Operator, Inc.","20977","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","6","Zone 6","MISO","Midcontinent Independent System Operator, Inc.","11853","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","GRDA","Grand River Dam Authority","SWPP","Southwest Power Pool","925","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","ZONG","Hudson Valley","NYIS","New York Independent System Operator","1528","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","SPS","Southwestern Public Service Company","SWPP","Southwest Power Pool","5578","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","KAFB","Kirtland Air Force Base","PNM","Public Service Company of New Mexico","59","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","1","Zone 1","MISO","Midcontinent Independent System Operator, Inc.","13745","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","SECI","Sunflower Electric","SWPP","Southwest Power Pool","903","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","TSGT","Tri-State Generation and Transmission","PNM","Public Service Company of New Mexico","397","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","INDN","Independence Power & Light","SWPP","Southwest Power Pool","219","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","ZONH","Millwood","NYIS","New York Independent System Operator","459","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","KACY","Kansas City Board of Public Utilities","SWPP","Southwest Power Pool","394","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","ZONK","Long Island","NYIS","New York Independent System Operator","3706","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","WR","Westar Energy","SWPP","Southwest Power Pool","5447","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","ZOND","North","NYIS","New York Independent System Operator","664","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","35","Zones 3 and 5","MISO","Midcontinent Independent System Operator, Inc.","13050","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","SPRM","City of Springfield","SWPP","Southwest Power Pool","598","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","PGAE","Pacific Gas and Electric","CISO","California Independent System Operator","15525","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","CSWS","AEPW American Electric Power West","SWPP","Southwest Power Pool","7915","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","NPPD","Nebraska Public Power District","SWPP","Southwest Power Pool","3437","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","KCEC","Kit Carson Electric Cooperative","PNM","Public Service Company of New Mexico","19","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","ZONE","Mohawk Valley","NYIS","New York Independent System Operator","986","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","SCE","Southern California Edison","CISO","California Independent System Operator","16002","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","LAC","Los Alamos County","PNM","Public Service Company of New Mexico","82","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","MPS","KCP&L Greater Missouri Operations","SWPP","Southwest Power Pool","1657","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","ZONB","Genesee","NYIS","New York Independent System Operator","1306","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","ZONI","Dunwoodie","NYIS","New York Independent System Operator","865","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T01","NTUA","Navajo Tribal Utility Authority","PNM","Public Service Company of New Mexico","31","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","KCEC","Kit Carson Electric Cooperative","PNM","Public Service Company of New Mexico","9","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","KCPL","Kansas City Power & Light","SWPP","Southwest Power Pool","3040","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","INDN","Independence Power & Light","SWPP","Southwest Power Pool","225","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","ZONC","Central","NYIS","New York Independent System Operator","2121","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","SPS","Southwestern Public Service Company","SWPP","Southwest Power Pool","5629","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","ZONI","Dunwoodie","NYIS","New York Independent System Operator","877","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","SCE","Southern California Edison","CISO","California Independent System Operator","15935","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","SDGE","San Diego Gas and Electric","CISO","California Independent System Operator","1976","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","ZONE","Mohawk Valley","NYIS","New York Independent System Operator","1006","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","SECI","Sunflower Electric","SWPP","Southwest Power Pool","914","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","ZONJ","New York City","NYIS","New York Independent System Operator","7201","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","WFEC","Western Farmers Electric Cooperative","SWPP","Southwest Power Pool","1615","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","Frep","Freeport","PNM","Public Service Company of New Mexico","34","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","CSWS","AEPW American Electric Power West","SWPP","Southwest Power Pool","8299","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","Jica","Jicarilla Apache Nation","PNM","Public Service Company of New Mexico","3","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","LAC","Los Alamos County","PNM","Public Service Company of New Mexico","81","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","PGAE","Pacific Gas and Electric","CISO","California Independent System Operator","14892","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","ZONH","Millwood","NYIS","New York Independent System Operator","478","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","WR","Westar Energy","SWPP","Southwest Power Pool","5607","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","OPPD","Omaha Public Power District","SWPP","Southwest Power Pool","2274","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","WAUE","Western Area Power Upper Great Plains East","SWPP","Southwest Power Pool","4295","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","ZONA","West","NYIS","New York Independent System Operator","2127","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","NPPD","Nebraska Public Power District","SWPP","Southwest Power Pool","3476","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","ZOND","North","NYIS","New York Independent System Operator","667","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","OKGE","Oklahoma Gas and Electric Co.","SWPP","Southwest Power Pool","6115","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","4","Zone 4","MISO","Midcontinent Independent System Operator, Inc.","7042","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","8910","Zones 8, 9, and 10","MISO","Midcontinent Independent System Operator, Inc.","27714","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","SPRM","City of Springfield","SWPP","Southwest Power Pool","623","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","ZONB","Genesee","NYIS","New York Independent System Operator","1339","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","GRDA","Grand River Dam Authority","SWPP","Southwest Power Pool","946","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","ZONF","Capital","NYIS","New York Independent System Operator","1751","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","PNM","PNM System Firm Load","PNM","Public Service Company of New Mexico","1886","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","6","Zone 6","MISO","Midcontinent Independent System Operator, Inc.","12256","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","EDE","Empire District Electric Company","SWPP","Southwest Power Pool","947","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","ZONK","Long Island","NYIS","New York Independent System Operator","3852","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","LES","Lincoln Electric System","SWPP","Southwest Power Pool","615","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","35","Zones 3 and 5","MISO","Midcontinent Independent System Operator, Inc.","13420","megawatthours","","","","","","","","","",""
"","","","","","2023-07-24T00","27","Zones 2 and 7","MISO","Midcontinent Independent System Operator, Inc.","21672","megawatthours","","","","","","","","","",""
